name	symbol	price	24h	7d	market_cap	volume(usd)	volume(coin)	circulating_supply	url
2029	Hyper Speed Network	HSN	$0.000453	27.85%	38.99%	$55,760	$62	135,852 HSN	122,987,866 HSN	https://coinmarketcap.com/currencies/hyper-speed-network/historical-data/?start=20100101&end=20210101
2030	WeBlock	WON	$0.012356	4.31%	4.15%	$55,670	$32,328	2,616,406 WON	4,505,536 WON	https://coinmarketcap.com/currencies/weblock/historical-data/?start=20100101&end=20210101
2031	Relex	RLX	$0.000029	5.17%	59.71%	$55,564	$0	0 RLX	1,884,708,549 RLX	https://coinmarketcap.com/currencies/relex/historical-data/?start=20100101&end=20210101
2032	DeltaChain	DELTA	$0.000007	92.49%	90.69%	$54,794	$23	3,124,187 DELTA	7,500,000,000 DELTA	https://coinmarketcap.com/currencies/delta-chain/historical-data/?start=20100101&end=20210101
2033	iTicoin	ITI	$1.69	4.65%	17.62%	$54,119	$0	0 ITI	32,000 ITI	https://coinmarketcap.com/currencies/iticoin/historical-data/?start=20100101&end=20210101
Theresa May CoinMAY $0.000539 -4.69% 18.77%	https://coinmarketcap.com/currencies/theresa-may-coin/historical-data/?start=20100101&end=20210101
More CoinMORE $0.026954 7.12% 5.16%	https://coinmarketcap.com/currencies/more-coin/historical-data/?start=20100101&end=20210101
GoldFundGFUN $0.000346 22.42% -23.91%	https://coinmarketcap.com/currencies/goldfund/historical-data/?start=20100101&end=20210101
LinfinityLFC $0.000059 7.85% 17.54%	https://coinmarketcap.com/currencies/linfinity/historical-data/?start=20100101&end=20210101
Crowd MachineCMCT $0.000112 18.21% -4.42%	https://coinmarketcap.com/currencies/crowd-machine/historical-data/?start=20100101&end=20210101
Ifoods ChainIFOOD $0.000021 0.09% -0.05%	https://coinmarketcap.com/currencies/ifoods-chain/historical-data/?start=20100101&end=20210101
InvestFeedIFT $0.000270 -4.64% 18.89%	https://coinmarketcap.com/currencies/investfeed/historical-data/?start=20100101&end=20210101
2041	Ubricoin	UBN	$0.000022	83.13%	70.01%	$51,234	$6	258,115 UBN	2,337,584,182 UBN	https://coinmarketcap.com/currencies/ubricoin/historical-data/?start=20100101&end=20210101
2042	MetaMorph	METM	$0.000164	41.93%	75.86%	$51,030	$0	0 METM	310,749,997 METM	https://coinmarketcap.com/currencies/metamorph/historical-data/?start=20100101&end=20210101
2043	Plus-Coin	NPLC	$0.000108	59.53%	103.47%	$50,564	$97	900,671 NPLC	469,946,471 NPLC	https://coinmarketcap.com/currencies/plus-coin/historical-data/?start=20100101&end=20210101
2044	GoPower	GPT	$0.000621	13.17%	19.95%	$50,442	$0	0 GPT	81,227,046 GPT	https://coinmarketcap.com/currencies/gopower/historical-data/?start=20100101&end=20210101
2045	Narrative	NRVE	$0.000609	6.11%	59.86%	$50,195	$0	0 NRVE	82,428,004 NRVE	https://coinmarketcap.com/currencies/narrative/historical-data/?start=20100101&end=20210101
2046	STRAKS	STAK	$0.002101	6.32%	21.30%	$50,139	$23	11,161 STAK	23,858,907 STAK	https://coinmarketcap.com/currencies/straks/historical-data/?start=20100101&end=20210101
2047	TrueVett	VME	$0.000279	0.17%	19.17%	$49,666	$0	0 VME	178,048,389 VME	https://coinmarketcap.com/currencies/truevett/historical-data/?start=20100101&end=20210101
2048	Digitalcoin	DGC	$0.001348	4.48%	45.94%	$49,534	$9	6,888 DGC	36,740,216 DGC	https://coinmarketcap.com/currencies/digitalcoin/historical-data/?start=20100101&end=20210101
2049	Ratecoin	XRA	$0.000405	0.00%	40.56%	$49,532	$0	0 XRA	122,449,162 XRA	https://coinmarketcap.com/currencies/ratecoin/historical-data/?start=20100101&end=20210101
2050	Atonomi	ATMI	$0.000100	0.00%	0.00%	$49,298	$0	0 ATMI	492,730,725 ATMI	https://coinmarketcap.com/currencies/atonomi/historical-data/?start=20100101&end=20210101
2051	CryptoBonusMiles	CBM	$0.000010	6.59%	11.33%	$48,871	$111	11,331,036 CBM	4,999,998,301 CBM	https://coinmarketcap.com/currencies/cryptobonusmiles/historical-data/?start=20100101&end=20210101
2052	PlayGame	PXG	$0.000047	4.21%	1.63%	$47,196	$49	1,038,154 PXG	999,875,000 PXG	https://coinmarketcap.com/currencies/playgame/historical-data/?start=20100101&end=20210101
2053	MultiCoinCasino	MCC	$0.009582	0.68%	3.04%	$46,067	$8,512	888,376 MCC	4,807,840 MCC	https://coinmarketcap.com/currencies/multicoincasino/historical-data/?start=20100101&end=20210101
2054	EnterCoin	ENTRC	$0.008089	4.65%	35.71%	$46,084	$0	0 ENTRC	5,696,850 ENTRC	https://coinmarketcap.com/currencies/entercoin/historical-data/?start=20100101&end=20210101
2055	EDRCoin	EDRC	$0.015633	15.20%	12.98%	$45,825	$0	0 EDRC	2,931,224 EDRC	https://coinmarketcap.com/currencies/edrcoin/historical-data/?start=20100101&end=20210101
2056	Cyber Movie Chain	CMCT	$0.000002	13.29%	20.01%	$45,296	$0	0 CMCT	20,000,000,000 CMCT	https://coinmarketcap.com/currencies/cyber-movie-chain/historical-data/?start=20100101&end=20210101
2057	Cloudbit Token	CDB	$0.000080	0.10%	0.05%	$45,092	$0	0 CDB	564,735,166 CDB	https://coinmarketcap.com/currencies/cloudbit-token/historical-data/?start=20100101&end=20210101
2058	Payfair	PFR	$0.001140	13.17%	20.01%	$44,845	$0	0 PFR	39,347,537 PFR	https://coinmarketcap.com/currencies/payfair/historical-data/?start=20100101&end=20210101
2059	ZINC	ZINC	$0.007999	30.00%	30.02%	$44,664	$598	74,731 ZINC	5,583,588 ZINC	https://coinmarketcap.com/currencies/zinc/historical-data/?start=20100101&end=20210101
2060	YFIVE FINANCE	YFIVE	$2.46	56.81%	0.29%	$44,569	$121,792	49,501 YFIVE	18,114 YFIVE	https://coinmarketcap.com/currencies/yfive-finance/historical-data/?start=20100101&end=20210101
2061	Kalkulus	KLKS	$0.002427	2.78%	2.78%	$44,401	$56,169	23,147,466 KLKS	18,297,666 KLKS	https://coinmarketcap.com/currencies/kalkulus/historical-data/?start=20100101&end=20210101
2062	Paparazzi	PAZZI	$0.001035	19.85%	73.57%	$44,225	$31,543	30,480,419 PAZZI	42,734,738 PAZZI	https://coinmarketcap.com/currencies/paparazzi/historical-data/?start=20100101&end=20210101
2063	FUZE Token	FUZE	$57.19	3.51%	19.10%	$44,030	$16,207	283 FUZE	770 FUZE	https://coinmarketcap.com/currencies/fuze-token/historical-data/?start=20100101&end=20210101
2064	Apollon	XAP	$0.000296	4.69%	0.50%	$44,055	$0	0 XAP	148,585,276 XAP	https://coinmarketcap.com/currencies/apollon/historical-data/?start=20100101&end=20210101
2065	Defis	XGM	$0.000326	22.28%	38.95%	$43,836	$20	60,844 XGM	134,558,580 XGM	https://coinmarketcap.com/currencies/defis/historical-data/?start=20100101&end=20210101
2066	Iridium	IRD	$0.002157	16.89%	4.91%	$43,691	$65	30,226 IRD	20,256,627 IRD	https://coinmarketcap.com/currencies/iridium/historical-data/?start=20100101&end=20210101
2067	HeartBout	HB	$0.000809	28.52%	40.61%	$43,257	$98	121,360 HB	53,495,267 HB	https://coinmarketcap.com/currencies/heartbout/historical-data/?start=20100101&end=20210101
2068	Veles	VLS	$0.033134	6.59%	18.97%	$42,375	$76,878	2,320,188 VLS	1,278,874 VLS	https://coinmarketcap.com/currencies/veles/historical-data/?start=20100101&end=20210101
2069	EtherSportz	ESZ	$0.016610	5.17%	56.22%	$42,684	$0	0 ESZ	2,569,863 ESZ	https://coinmarketcap.com/currencies/ethersportz/historical-data/?start=20100101&end=20210101
2070	Bitcoiin	B2G	$0.000809	18.30%	1.80%	$42,664	$41	50,165 B2G	52,761,896 B2G	https://coinmarketcap.com/currencies/bitcoiin/historical-data/?start=20100101&end=20210101
2071	Kind Ads Token	KIND	$0.001006	25.92%	20.85%	$42,513	$3,225	3,205,265 KIND	42,246,693 KIND	https://coinmarketcap.com/currencies/kind-ads-token/historical-data/?start=20100101&end=20210101
2072	Waletoken	WTN	$0.000002	13.07%	69.63%	$42,163	$2,522	1,191,502,829 WTN	19,918,713,667 WTN	https://coinmarketcap.com/currencies/waletoken/historical-data/?start=20100101&end=20210101
2073	Bitcoin Adult	BTAD	$0.000876	3.30%	3.46%	$41,625	$7	8,501 BTAD	47,500,480 BTAD	https://coinmarketcap.com/currencies/bitcoin-adult/historical-data/?start=20100101&end=20210101
2074	Arqma	ARQ	$0.005395	17.04%	3.15%	$41,549	$64,378	11,931,853 ARQ	7,700,647 ARQ	https://coinmarketcap.com/currencies/arqma/historical-data/?start=20100101&end=20210101
2075	POPCHAIN	PCH	$0.000046	0.25%	73.66%	$41,493	$0	0 PCH	892,799,357 PCH	https://coinmarketcap.com/currencies/popchain/historical-data/?start=20100101&end=20210101
2076	BlockMesh	BMH	$0.000149	17.31%	0.82%	$40,788	$1,195	7,998,184 BMH	273,039,971 BMH	https://coinmarketcap.com/currencies/blockmesh/historical-data/?start=20100101&end=20210101
2077	ImageCash	IMGC	$0.007814	4.69%	1.35%	$39,298	$83,394	10,672,274 IMGC	5,029,058 IMGC	https://coinmarketcap.com/currencies/imagecash/historical-data/?start=20100101&end=20210101
2078	ACE (TokenStars)	ACE	$0.003336	3.43%	56.77%	$40,346	$0	0 ACE	12,095,419 ACE	https://coinmarketcap.com/currencies/ace/historical-data/?start=20100101&end=20210101
2079	YENTEN	YTN	$0.001657	16.27%	8.71%	$40,340	$40	24,309 YTN	24,350,077 YTN	https://coinmarketcap.com/currencies/yenten/historical-data/?start=20100101&end=20210101
2080	BTC Lite	BTCL	$0.002156	4.69%	18.83%	$40,323	$0	0 BTCL	18,700,000 BTCL	https://coinmarketcap.com/currencies/btc-lite/historical-data/?start=20100101&end=20210101
2081	Adzcoin	ADZ	$0.000809	4.66%	49.05%	$40,291	$0	0 ADZ	49,827,043 ADZ	https://coinmarketcap.com/currencies/adzcoin/historical-data/?start=20100101&end=20210101
2082	ELTCOIN	ELTCOIN	$0.000445	8.04%	25.37%	$40,072	$4,997	11,221,970 ELTCOIN	90,000,000 ELTCOIN	https://coinmarketcap.com/currencies/eltcoin/historical-data/?start=20100101&end=20210101
2083	DraftCoin	DFT	$0.004582	15.95%	26.31%	$39,938	$0	0 DFT	8,715,912 DFT	https://coinmarketcap.com/currencies/draftcoin/historical-data/?start=20100101&end=20210101
2084	EthereumX	ETX	$0.000455	2.30%	21.65%	$39,676	$0	0 ETX	87,225,579 ETX	https://coinmarketcap.com/currencies/ethereumx/historical-data/?start=20100101&end=20210101
2085	KWHCoin	KWH	$0.000022	13.19%	19.90%	$39,578	$0	0 KWH	1,807,438,681 KWH	https://coinmarketcap.com/currencies/kwhcoin/historical-data/?start=20100101&end=20210101
2086	Ultragate	ULG	$0.003865	10.75%	70.10%	$39,601	$252	65,284 ULG	10,246,050 ULG	https://coinmarketcap.com/currencies/ultragate/historical-data/?start=20100101&end=20210101
2087	BitcoiNote	BTCN	$0.003234	14.40%	4.89%	$39,544	$33	10,243 BTCN	12,225,722 BTCN	https://coinmarketcap.com/currencies/bitcoinote/historical-data/?start=20100101&end=20210101
2088	Acoin	ACOIN	$0.032345	4.47%	57.92%	$39,463	$0	0 ACOIN	1,220,085 ACOIN	https://coinmarketcap.com/currencies/acoin/historical-data/?start=20100101&end=20210101
2089	Bela	BELA	$0.000809	4.51%	70.28%	$39,099	$0	0 BELA	48,353,144 BELA	https://coinmarketcap.com/currencies/belacoin/historical-data/?start=20100101&end=20210101
2090	Fiii	FIII	$0.000081	2.67%	12.45%	$39,001	$404	4,998,160 FIII	482,404,699 FIII	https://coinmarketcap.com/currencies/fiii/historical-data/?start=20100101&end=20210101
2091	Advanced Technology Coin	ARC	$0.001346	4.65%	46.04%	$38,852	$0	0 ARC	28,868,963 ARC	https://coinmarketcap.com/currencies/arcticcoin/historical-data/?start=20100101&end=20210101
2092	PengolinCoin	PGO	$0.001952	12.02%	5.71%	$39,083	$161,879	82,940,558 PGO	20,024,509 PGO	https://coinmarketcap.com/currencies/pengolincoin/historical-data/?start=20100101&end=20210101
2093	Kush Finance	KSEED	$0.142611	88.29%	0.47%	$38,592	$0	0 KSEED	270,612 KSEED	https://coinmarketcap.com/currencies/kush-finance/historical-data/?start=20100101&end=20210101
2094	BERNcash	BERN	$0.000539	4.51%	18.87%	$38,401	$0	0 BERN	71,234,301 BERN	https://coinmarketcap.com/currencies/berncash/historical-data/?start=20100101&end=20210101
2095	Bitsum.money	BSM	$0.000023	1.02%	13.92%	$38,180	$18	773,534 BSM	1,668,487,942 BSM	https://coinmarketcap.com/currencies/bitsum-money/historical-data/?start=20100101&end=20210101
2096	BillionHappiness	BHC	$1.35	7.08%	9.46%	$38,240	$0	0 BHC	28,376 BHC	https://coinmarketcap.com/currencies/billionhappiness/historical-data/?start=20100101&end=20210101
2097	Spaceswap	MILK2	$0.022555	10.12%	2.58%	$37,945	$6,433	285,201 MILK2	1,682,338 MILK2	https://coinmarketcap.com/currencies/spaceswap/historical-data/?start=20100101&end=20210101
2098	Niobio Cash	NBR	$0.000270	4.66%	85.26%	$37,952	$0	851 NBR	140,803,743 NBR	https://coinmarketcap.com/currencies/niobio-cash/historical-data/?start=20100101&end=20210101
2099	S.Finance	SFG	$0.439972	4.57%	5.70%	$37,355	$3,547,424	8,062,837 SFG	84,903 SFG	https://coinmarketcap.com/currencies/s-finance/historical-data/?start=20100101&end=20210101
2100	HyperQuant	HQT	$0.000368	10.96%	43.96%	$36,780	$0	356 HQT	100,000,000 HQT	https://coinmarketcap.com/currencies/hyperquant/historical-data/?start=20100101&end=20210101
2101	Rubies	RBIES	$0.003504	4.51%	40.56%	$36,495	$0	0 RBIES	10,415,252 RBIES	https://coinmarketcap.com/currencies/rubies/historical-data/?start=20100101&end=20210101
2102	Freyrchain	FREC	$0.000073	0.25%	1.20%	$36,451	$1	14,069 FREC	500,000,000 FREC	https://coinmarketcap.com/currencies/freyrchain/historical-data/?start=20100101&end=20210101
2103	Biotron	BTRN	$0.000539	4.66%	18.88%	$35,561	$0	0 BTRN	65,965,771 BTRN	https://coinmarketcap.com/currencies/biotron/historical-data/?start=20100101&end=20210101
2104	Martkist	MARTK	$0.002428	82.90%	40.03%	$35,370	$197	81,229 MARTK	14,569,725 MARTK	https://coinmarketcap.com/currencies/martkist/historical-data/?start=20100101&end=20210101
2105	LuckySevenToken	LST	$0.000539	50.80%	64.45%	$35,358	$8	15,021 LST	65,590,200 LST	https://coinmarketcap.com/currencies/luckyseventoken/historical-data/?start=20100101&end=20210101
2106	OBITS	OBITS	$0.002422	4.80%	0.00%	$35,119	$0	0 OBITS	14,497,286 OBITS	https://coinmarketcap.com/currencies/obits/historical-data/?start=20100101&end=20210101
2107	FuzzBalls	FUZZ	$0.007267	4.65%	18.72%	$35,101	$0	0 FUZZ	4,829,945 FUZZ	https://coinmarketcap.com/currencies/fuzzballs/historical-data/?start=20100101&end=20210101
2108	Gossip Coin	GOSS	$0.001077	4.80%	18.66%	$34,969	$14	12,790 GOSS	32,479,221 GOSS	https://coinmarketcap.com/currencies/gossipcoin/historical-data/?start=20100101&end=20210101
2109	KekCoin	KEK	$0.003234	18.30%	16.16%	$34,662	$1	179 KEK	10,716,385 KEK	https://coinmarketcap.com/currencies/kekcoin/historical-data/?start=20100101&end=20210101
2110	Business Credit Alliance Chain	BCAC	$0.000074	22.26%	9.01%	$34,496	$147	1,971,977 BCAC	464,074,437 BCAC	https://coinmarketcap.com/currencies/business-credit-alliance-chain/historical-data/?start=20100101&end=20210101
2111	CryptoAds Marketplace	CRAD	$0.002402	69.40%	17.97%	$34,273	$201	83,544 CRAD	14,265,943 CRAD	https://coinmarketcap.com/currencies/cryptoads-marketplace/historical-data/?start=20100101&end=20210101
2112	Unify	UNIFY	$0.001887	33.28%	40.61%	$34,311	$13,558	7,185,714 UNIFY	18,185,085 UNIFY	https://coinmarketcap.com/currencies/unify/historical-data/?start=20100101&end=20210101
2113	Herbalist Token	HERB	$0.000004	7.74%	23.18%	$34,130	$56	15,529,617 HERB	9,499,999,999 HERB	https://coinmarketcap.com/currencies/herbalist-token/historical-data/?start=20100101&end=20210101
2114	Jupiter	JUP	$0.000269	4.65%	18.72%	$34,164	$0	0 JUP	126,928,767 JUP	https://coinmarketcap.com/currencies/jupiter/historical-data/?start=20100101&end=20210101
2115	UChain	UCN	$0.000111	7.72%	38.78%	$33,899	$3,855	34,719,418 UCN	305,346,957 UCN	https://coinmarketcap.com/currencies/uchain/historical-data/?start=20100101&end=20210101
2116	Fireball	FIRE	$1.68	13.97%	24.63%	$33,872	$518	309 FIRE	20,220 FIRE	https://coinmarketcap.com/currencies/fireball/historical-data/?start=20100101&end=20210101
2117	PureVidz	VIDZ	$0.000269	68.27%	18.66%	$33,721	$0	0 VIDZ	125,279,775 VIDZ	https://coinmarketcap.com/currencies/purevidz/historical-data/?start=20100101&end=20210101
2118	SparksPay	SPK	$0.003702	31.31%	38.95%	$33,644	$6	1,705 SPK	9,088,846 SPK	https://coinmarketcap.com/currencies/sparkspay/historical-data/?start=20100101&end=20210101
2119	Connect Coin	XCON	$0.000863	4.62%	18.82%	$33,649	$2	2,334 XCON	38,996,796 XCON	https://coinmarketcap.com/currencies/connect-coin/historical-data/?start=20100101&end=20210101
2120	MktCoin	MLM	$0.000027	2.84%	39.19%	$33,223	$246	8,960,996 MLM	1,209,529,900 MLM	https://coinmarketcap.com/currencies/mktcoin/historical-data/?start=20100101&end=20210101
2121	Kurrent	KURT	$0.000538	52.40%	52.54%	$33,034	$0	0 KURT	61,364,813 KURT	https://coinmarketcap.com/currencies/kurrent/historical-data/?start=20100101&end=20210101
2122	SHPING	SHPING	$0.000022	13.19%	19.90%	$32,475	$0	0 SHPING	1,483,041,697 SHPING	https://coinmarketcap.com/currencies/shping/historical-data/?start=20100101&end=20210101
2123	Blocklancer	LNC	$0.000270	4.47%	18.88%	$32,383	$0	600 LNC	120,140,384 LNC	https://coinmarketcap.com/currencies/blocklancer/historical-data/?start=20100101&end=20210101
2124	PutinCoin	PUT	$0.000027	4.66%	40.56%	$32,042	$93	3,447,908 PUT	1,188,750,832 PUT	https://coinmarketcap.com/currencies/putincoin/historical-data/?start=20100101&end=20210101
2125	XGOX	XGOX	$0.000013	0.71%	5.69%	$31,969	$0	400 XGOX	2,379,530,425 XGOX	https://coinmarketcap.com/currencies/xgox/historical-data/?start=20100101&end=20210101
2126	Decentralized Asset Trading Platform	DATP	$0.000003	88.16%	38.58%	$31,877	$18	6,680,240 DATP	11,820,620,222 DATP	https://coinmarketcap.com/currencies/decentralized-asset-trading-platform/historical-data/?start=20100101&end=20210101
2127	Cream	CRM	$0.000701	4.65%	34.38%	$31,625	$28	40,507 CRM	45,108,749 CRM	https://coinmarketcap.com/currencies/cream/historical-data/?start=20100101&end=20210101
2128	Moin	MOIN	$0.003234	4.66%	4.94%	$31,392	$0	0 MOIN	9,705,566 MOIN	https://coinmarketcap.com/currencies/moin/historical-data/?start=20100101&end=20210101
2129	GlobalToken	GLT	$0.000270	4.66%	18.88%	$31,350	$35	129,432 GLT	116,309,050 GLT	https://coinmarketcap.com/currencies/globaltoken/historical-data/?start=20100101&end=20210101
2130	SmartCoin	SMC	$0.001077	4.80%	18.66%	$31,295	$0	0 SMC	29,066,870 SMC	https://coinmarketcap.com/currencies/smartcoin/historical-data/?start=20100101&end=20210101
2131	VoteCoin	VOT	$0.000269	4.65%	18.72%	$30,840	$0	470 VOT	114,575,875 VOT	https://coinmarketcap.com/currencies/votecoin/historical-data/?start=20100101&end=20210101
2132	StrongHands Masternode	SHMN	$0.011695	1.19%	43.12%	$30,822	$0	0 SHMN	2,635,601 SHMN	https://coinmarketcap.com/currencies/stronghands-masternode/historical-data/?start=20100101&end=20210101
2133	Asura Coin	ASA	$0.000138	17.02%	19.48%	$30,560	$24	170,209 ASA	220,932,400 ASA	https://coinmarketcap.com/currencies/asura-coin/historical-data/?start=20100101&end=20210101
2134	Arepacoin	AREPA	$0.001741	33.45%	21.64%	$29,799	$0	139 AREPA	17,114,839 AREPA	https://coinmarketcap.com/currencies/arepacoin/historical-data/?start=20100101&end=20210101
2135	No BS Crypto	NOBS	$0.000036	13.19%	19.90%	$30,374	$0	0 NOBS	832,267,440 NOBS	https://coinmarketcap.com/currencies/no-bs-crypto/historical-data/?start=20100101&end=20210101
2136	Xenoverse	XENO	$0.005660	4.66%	18.88%	$30,208	$0	0 XENO	5,336,725 XENO	https://coinmarketcap.com/currencies/xenoverse/historical-data/?start=20100101&end=20210101
2137	INDINODE	XIND	$0.000027	4.65%	18.72%	$30,157	$0	9,994 XIND	1,120,405,670 XIND	https://coinmarketcap.com/currencies/indinode/historical-data/?start=20100101&end=20210101
2138	BitRewards	BIT	$0.000088	13.29%	19.91%	$30,047	$0	4,117 BIT	342,725,114 BIT	https://coinmarketcap.com/currencies/bitrewards/historical-data/?start=20100101&end=20210101
2139	X-Coin	XCO	$0.002426	42.97%	78.16%	$30,044	$0	0 XCO	12,384,976 XCO	https://coinmarketcap.com/currencies/x-coin/historical-data/?start=20100101&end=20210101
2140	CryCash	CRC	$0.006199	4.66%	73.71%	$29,819	$0	0	4,809,936 CRC	https://coinmarketcap.com/currencies/crycash/historical-data/?start=20100101&end=20210101
2141	wys Token	WYS	$0.000291	5.17%	9.44%	$29,746	$0	0 WYS	102,339,600 WYS	https://coinmarketcap.com/currencies/wys-token/historical-data/?start=20100101&end=20210101
2142	Signatum	SIGT	$0.000269	4.80%	18.66%	$29,062	$0	0 SIGT	107,972,766 SIGT	https://coinmarketcap.com/currencies/signatum/historical-data/?start=20100101&end=20210101
2143	Onix	ONX	$0.000269	4.65%	18.72%	$28,820	$0	0 ONX	107,072,781 ONX	https://coinmarketcap.com/currencies/onix/historical-data/?start=20100101&end=20210101
2144	ICOBID	ICOB	$0.000269	4.65%	18.72%	$28,814	$0	0 ICOB	107,048,455 ICOB	https://coinmarketcap.com/currencies/icobid/historical-data/?start=20100101&end=20210101
2145	Global Currency Reserve	GCR	$0.000269	4.60%	40.65%	$28,804	$0	0 GCR	107,012,506 GCR	https://coinmarketcap.com/currencies/global-currency-reserve/historical-data/?start=20100101&end=20210101
2146	Digital Money Bits	DMB	$0.000270	4.66%	18.88%	$28,618	$0	5 DMB	106,173,958 DMB	https://coinmarketcap.com/currencies/digital-money-bits/historical-data/?start=20100101&end=20210101
2147	SWYFT	SWYFTT	$0.040050	20.69%	55.44%	$28,313	$7,780	194,263 SWYFTT	706,940 SWYFTT	https://coinmarketcap.com/currencies/swyft/historical-data/?start=20100101&end=20210101
2148	Newton Coin Project	NCP	$0.000269	1.10%	18.71%	$28,230	$4	14,491 NCP	104,880,960 NCP	https://coinmarketcap.com/currencies/newton-coin-project/historical-data/?start=20100101&end=20210101
2149	IFX24	IFX24	$0.010259	19.04%	20.43%	$30,778	$38,292	3,732,452 IFX24	3,000,000 IFX24	https://coinmarketcap.com/currencies/ifx24/historical-data/?start=20100101&end=20210101
2150	ArbitrageCT	ARCT	$0.000269	4.65%	18.69%	$28,170	$0	0 ARCT	104,655,777 ARCT	https://coinmarketcap.com/currencies/arbitragect/historical-data/?start=20100101&end=20210101
2151	Atheios	ATH	$0.000807	4.65%	18.72%	$27,867	$29	36,279 ATH	34,510,937 ATH	https://coinmarketcap.com/currencies/atheios/historical-data/?start=20100101&end=20210101
2152	GCN Coin	GCN	$0.000000	12.82%	8.56%	$27,446	$10	60,706,714 GCN	172,076,810,000 GCN	https://coinmarketcap.com/currencies/gcn-coin/historical-data/?start=20100101&end=20210101
2153	Birdchain	BIRD	$0.000135	4.65%	33.51%	$27,130	$8,491	62,992,866 BIRD	201,270,858 BIRD	https://coinmarketcap.com/currencies/birdchain/historical-data/?start=20100101&end=20210101
2154	RPICoin	RPI	$0.000027	4.59%	18.69%	$27,006	$0	211 RPI	1,003,350,039 RPI	https://coinmarketcap.com/currencies/rpicoin/historical-data/?start=20100101&end=20210101
2155	INMAX	INX	$0.010461	105.56%	20.40%	$26,865	$0	0 INX	2,568,188 INX	https://coinmarketcap.com/currencies/inmax/historical-data/?start=20100101&end=20210101
2156	SCRIV NETWORK	SCRIV	$0.001077	0.70%	5.03%	$26,641	$31	28,351 SCRIV	24,744,362 SCRIV	https://coinmarketcap.com/currencies/scriv-network/historical-data/?start=20100101&end=20210101
2157	Citadel	CTL	$0.002422	7.27%	2.88%	$26,573	$0	46 CTL	10,969,269 CTL	https://coinmarketcap.com/currencies/citadel/historical-data/?start=20100101&end=20210101
2158	CDX Network	CDX	$0.000807	4.65%	60.43%	$26,281	$0	0 CDX	32,546,000 CDX	https://coinmarketcap.com/currencies/cdx-network/historical-data/?start=20100101&end=20210101
2159	Yield Stake Finance	YI12	$2.36	1.97%	14.84%	$26,172	$2,920	1,240 YI12	11,111 YI12	https://coinmarketcap.com/currencies/yield-stake-finance/historical-data/?start=20100101&end=20210101
2160	Naviaddress	NAVI	$0.000109	17.92%	41.49%	$26,392	$20,795	191,108,822 NAVI	242,550,845 NAVI	https://coinmarketcap.com/currencies/naviaddress/historical-data/?start=20100101&end=20210101
2161	Aeryus	AER	$0.002095	1.03%	90.44%	$25,751	$0	0 AER	12,292,955 AER	https://coinmarketcap.com/currencies/aeryus/historical-data/?start=20100101&end=20210101
2162	Micromines	MICRO	$0.000001	22.69%	29.77%	$25,627	$56	39,438,454 MICRO	17,999,261,364 MICRO	https://coinmarketcap.com/currencies/micromines/historical-data/?start=20100101&end=20210101
2163	Digiwage	WAGE	$0.000538	4.65%	18.72%	$25,335	$0	58 WAGE	47,062,308 WAGE	https://coinmarketcap.com/currencies/digiwage/historical-data/?start=20100101&end=20210101
2164	Knekted	KNT	$0.000029	14.72%	0.10%	$28,126	$0	6,316 KNT	981,750,022 KNT	https://coinmarketcap.com/currencies/knekted/historical-data/?start=20100101&end=20210101
2165	CryptoFlow	CFL	$0.000269	4.65%	18.71%	$24,770	$0	0 CFL	92,026,159 CFL	https://coinmarketcap.com/currencies/cryptoflow/historical-data/?start=20100101&end=20210101
2166	Bitcoin Interest	BCI	$0.001346	20.66%	18.71%	$24,665	$1	562 BCI	18,326,892 BCI	https://coinmarketcap.com/currencies/bitcoin-interest/historical-data/?start=20100101&end=20210101
2167	HashNet BitEco	HNB	$0.000824	0.14%	0.05%	$24,437	$0	0 HNB	29,640,456 HNB	https://coinmarketcap.com/currencies/hashnet-biteco/historical-data/?start=20100101&end=20210101
2168	Toast.finance	HOUSE	$1.22	13.09%	9.60%	$24,325	$0	0 HOUSE	20,000 HOUSE	https://coinmarketcap.com/currencies/toast-finance/historical-data/?start=20100101&end=20210101
2169	Datarius Credit	DTRC	$0.000151	4.61%	6.34%	$24,065	$0	0 DTRC	159,756,076 DTRC	https://coinmarketcap.com/currencies/datarius-credit/historical-data/?start=20100101&end=20210101
2170	High Voltage	HVCO	$0.015987	7.62%	19.38%	$23,888	$0	0 HVCO	1,494,171 HVCO	https://coinmarketcap.com/currencies/high-voltage/historical-data/?start=20100101&end=20210101
2171	DOGEFI	DOGEFI	$0.023843	71.24%	80.67%	$23,843	$0	0 DOGEFI	1,000,000 DOGEFI	https://coinmarketcap.com/currencies/dogefi/historical-data/?start=20100101&end=20210101
2172	XDNA	XDNA	$0.002692	4.80%	34.05%	$23,746	$25	9,146 XDNA	8,822,007 XDNA	https://coinmarketcap.com/currencies/xdna/historical-data/?start=20100101&end=20210101
2173	Zurcoin	ZUR	$0.000269	4.65%	18.72%	$23,593	$0	0 ZUR	87,653,034 ZUR	https://coinmarketcap.com/currencies/zurcoin/historical-data/?start=20100101&end=20210101
2174	ShowHand	HAND	$0.000000	8.89%	93.78%	$23,447	$133	350,781,968 HAND	61,912,434,418 HAND	https://coinmarketcap.com/currencies/showhand/historical-data/?start=20100101&end=20210101
